PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
8484;north_german;lutheran;cloth;0;12;6;1;0;0;0;1;20;0;Lüneburg;Hannover;;patched_state;Hannover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8485;swedish;lutheran;wood;0;0;2;1;0;0;0;0;10;0;Leksand;state_558;;patched_state;state_558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8486;hungarian;catholic;mediterranean_fruit;0;0;9;2;0;0;0;0;10;0;Gross-Kanizsa;Ödenburg;farmland;patched_state;Ödenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8487;north_german;lutheran;cloth;0;0;10;9;9;0;0;5;20;0;Bamberg;Franken;;patched_state;Franken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8488;levantine;sunni;wool;0;0;4;0;0;0;1;0;10;0;Salamiyah;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8489;french;catholic;vegetables;0;0;41;3;0;0;0;2;20;0;Dieppe;Haute-Normandie;;patched_state;Haute-Normandie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8490;bisayan;catholic;spices;0;0;5;1;0;0;0;0;8;0;Butuan;North Mindanao;sparse_jungle;patched_state;North Mindanao;;tribesmen;bisayan;anito;2;;;;;;;;;;;;;;;;;;;;;;;;
8491;greek;orthodox;fish;0;0;8;2;1;0;0;0;10;0;Kalamata;Morea;;patched_state;Morea;;lower_strata;albanian;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
8492;shangjiang;mahayana;livestock;0;0;7;0;0;0;0;0;10;0;PROV8492;Qinghai;low_mountain;patched_state;Qinghai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8493;tunisian;sunni;grain;0;0;19;0;0;0;0;0;7;0;Bizerte;Tunisia;semi_arid;patched_state;Tunisia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8494;shawnee;waashat;cloth;0;0;0;0;0;0;0;0;0;0;PROV8494;Indiana;forest;patched_state;Indiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8495;itelmen;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Kenada;Primorsk;hills;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8496;wiyot;catholic;cloth;0;0;0;0;0;0;0;0;0;0;Santa Rosa;California;plains;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8497;walloon;catholic;coal;0;0;33;12;12;0;0;3;28;1;Namur;Wallonia;;patched_state;Wallonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8498;min;daoism;grain;0;0;8;0;0;0;0;0;0;0;Zhenghe;Fujian;low_mountain;patched_state;Fujian;;tribesmen;min;chinese_shamanism;10;;;;;;;;;;;;;;;;;;;;;;;;
8499;korean;mahayana;grain;0;0;16;0;0;0;0;4;0;0;Samjiyeon;Bukhan;hills;patched_state;Bukhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8500;north_german;lutheran;cloth;0;5;3;0;0;0;0;0;20;0;Rotemburg;Hannover;;patched_state;Hannover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8501;jin;daoism;grain;0;0;300;10;10;0;0;10;10;1;Taiyuan;Shanxi;hills;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8502;armenian;orthodox;wool;0;0;5;0;0;0;0;0;15;0;Gürpınar;Van;;patched_state;Van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8503;slovene;catholic;cloth;0;0;8;0;0;0;0;0;10;0;Ptuj;Steiermark;farmland;patched_state;Steiermark;;lower_strata;austrian;catholic;4;;;;;;;;;;;;;;;;;;;;;;;;
8504;mwani;sunni;spices;0;0;5;0;0;5;2;0;0;0;Comoro Islands;Comoro_Islands;;patched_state;Comoro_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8505;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Nikolayevsk;Primorsk;hills;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8506;beihua;daoism;temperate_fruit;0;0;82;5;0;0;0;3;10;0;Zichang;Shaanxi;plains;patched_state;Shaanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8507;turkish;sunni;wool;0;0;13;0;0;0;0;1;10;0;Nallihan;Ankara;;patched_state;Ankara;;lower_strata;greek;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
8508;mazandarani;shiite;cloth;0;0;75;6;0;0;0;0;0;0;Sari;Mazendran;farmland;patched_state;Mazendran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8509;bisayan;catholic;tobacco;0;0;3;0;0;0;2;0;5;0;Dunaguete;Occidental Visayas;dense_jungle;patched_state;Occidental Visayas;;tribesmen;bisayan;anito;2;;;;;;;;;;;;;;;;;;;;;;;;
8510;yavapai;catholic;cloth;0;0;0;0;0;0;0;0;0;0;Salton;California;desert;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8511;bikolan;catholic;fish;0;0;0;0;0;0;1;0;0;0;Masbate;South Luzon;plains;patched_state;South Luzon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8512;algerian;sunni;mediterranean_fruit;0;0;7;0;0;0;0;0;5;0;El Bouni;Constantine;;patched_state;Constantine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8513;minor_aboriginal;mythic;wood;0;0;0;0;0;0;0;0;0;0;PROV8513;Queensland;;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8514;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Komsomolk;Primorsk;hills;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8515;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Oglongi;Primorsk;hills;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8516;mexican;catholic;cloth;0;0;94;15;20;0;0;3;20;1;Mexico_City;Mexico;farmland;patched_state;Mexico;;lower_strata;nahuatl;catholic;22;upper_strata;castilian;catholic;2;lower_strata;zambo;catholic;3;lower_strata;purepecha;catholic;2;lower_strata;otomi;catholic;3;lower_strata;castilian;catholic;2;lower_strata;mesoamerican_minor;catholic;6
8517;bashkir;sunni;horses;0;0;0;0;0;0;2;0;0;0;Lubenka;Uralsk;semi_arid;patched_state;Uralsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8518;hui;sunni;grain;0;0;240;24;18;0;0;9;1;1;Shangrao;Jiangxi;farmland;patched_state;Jiangxi;;lower_strata;hakka;chinese_shamanism;30;;;;;;;;;;;;;;;;;;;;;;;;
8519;mexican;catholic;cloth;0;0;19;2;0;0;0;1;10;0;Ciudad Hidalgo;Mexico;farmland;patched_state;Mexico;;lower_strata;nahuatl;catholic;22;middle_strata;nahuatl;catholic;1;upper_strata;nahuatl;catholic;1;;;;;;;;;;;;;;;;
8520;sahaptin;earth_lodge;wood;0;0;0;0;0;0;0;0;0;0;PROV8520;Washington;forest;patched_state;Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8521;serer;sunni;cloth;0;0;6;1;0;0;8;0;0;0;Dakar;Senegal;semi_arid;patched_state;Senegal;;middle_strata;serer;catholic;1;lower_strata;serer;catholic;2;upper_strata;french;catholic;1;;;;;;;;;;;;;;;;
8522;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Ghidalka;Primorsk;boreal_forest;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8523;russian;orthodox;wood;0;0;5;1;0;0;0;0;7;0;Kemerovo;Kemerovo;plains;patched_state;Kemerovo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8524;assyrian;nestorian;wool;0;0;4;0;0;0;0;0;10;0;Şırnak;Van;;patched_state;Van;;lower_strata;assyrian;catholic;1;lower_strata;kurdish;sunni;2;;;;;;;;;;;;;;;;;;;;
8525;kalenjin;kenyan;textile_fibres;0;0;6;0;0;6;27;0;0;0;Nakuru;Kenya;;patched_state;Kenya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8526;mongolian;confucianism;livestock;0;0;6;0;0;0;0;0;0;0;Dalad;Nei_Mongol;semi_arid;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8527;tagalog;catholic;coal;0;0;3;0;0;0;0;0;5;0;Calapan;Minarora;extreme_mountain;patched_state;Minarora;;tribesmen;tagalog;anito;4;;;;;;;;;;;;;;;;;;;;;;;;
8528;navaho;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Granada;Colorado;semi_arid;patched_state;Colorado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8529;minor_aboriginal;mythic;livestock;0;0;0;0;0;0;0;0;0;0;PROV8529;Western_Australia;desert;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8530;norteno;catholic;livestock;0;0;2;0;0;0;0;0;9;0;Albuquerque;New Mexico;semi_arid;patched_state;New Mexico;;lower_strata;castilian;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
8531;hassaniyya;sunni;camel;0;0;0;0;0;0;2;0;0;0;PROV8531;Western Sahara;;patched_state;Western Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8532;russian;orthodox;wood;0;0;3;0;0;0;0;0;7;0;Berdsk;Novosibirsk;plains;patched_state;Novosibirsk;;lower_strata;russian;old_belief;1;;;;;;;;;;;;;;;;;;;;;;;;
8533;ngbandi;bantu;gold;0;0;2;0;0;0;18;0;0;0;PROV8533;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8534;russian;orthodox;grain;0;1;1;0;0;0;0;0;7;0;Nesterkovo;Sankt-Petersburg;forest;patched_state;Sankt-Petersburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8535;danish;lutheran;grain;0;0;21;17;14;0;0;5;18;1;København;Sjælland;;patched_state;Sjælland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8536;russian;orthodox;cloth;0;4;19;2;1;0;0;1;7;0;Uvarovo;Tambov;plains;patched_state;Tambov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8537;huron;waashat;cloth;0;0;0;0;0;0;1;0;0;0;Huntsville;Ontario;forest;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8538;russian;orthodox;cloth;0;2;13;2;1;0;0;1;7;0;Zherdevka;Tambov;plains;patched_state;Tambov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8539;russian;orthodox;grain;0;1;5;1;0;0;0;0;7;0;Luga;Sankt-Petersburg;plains;patched_state;Sankt-Petersburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8540;hungarian;catholic;mediterranean_fruit;0;0;10;0;0;0;0;0;10;0;Kolocsa;Pest-Ofen;farmland;patched_state;Pest-Ofen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8541;russian;orthodox;wood;0;0;1;0;0;0;0;0;7;0;Palkino;Kostroma;boreal_forest;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8542;czech;catholic;cloth;0;0;22;4;0;0;0;0;20;0;Jičín;Böhmen;;patched_state;Böhmen;;lower_strata;austrian;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
8543;danish;lutheran;livestock;0;0;9;2;0;0;0;0;18;0;Slagelse;Sjælland;;patched_state;Sjælland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8544;yavapai;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Kaibab;Arizona;low_mountain;patched_state;Arizona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8545;russian;orthodox;cloth;0;1;4;0;0;0;0;0;7;0;Medyn;Kaluga;forest;patched_state;Kaluga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8546;swedish;lutheran;wood;0;0;3;0;0;0;0;0;10;0;Kokkola;Vasa;;patched_state;Vasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8547;arapaho;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Sedwig;Colorado;semi_arid;patched_state;Colorado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8548;russian;orthodox;cloth;0;10;5;1;0;0;0;1;7;0;Viazma;Smolensk;plains;patched_state;Smolensk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8549;shawnee;waashat;cloth;0;0;0;0;0;0;0;0;0;0;PROV8549;Indiana;forest;patched_state;Indiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8550;shoshone;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Nampa;Idaho;semi_arid;patched_state;Idaho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8551;hakka;daoism;grain;0;0;25;4;7;0;6;3;10;0;Shanwei;East Guangdong;farmland;patched_state;East Guangdong;;lower_strata;yue;confucianism;35;;;;;;;;;;;;;;;;;;;;;;;;
8552;yurok;earth_lodge;gold;0;0;0;0;0;0;0;1;0;0;Klamath;California;extreme_mountain;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8553;belarusian;orthodox;livestock;0;2;5;0;0;0;0;0;10;0;Pinsk;Minsk;plains;patched_state;Minsk;;lower_strata;polish;catholic;4;middle_strata;polish;catholic;1;proletariat;ashkenazi;jewish;1;proletariat;belarusian;orthodox;1;;;;;;;;;;;;
8554;portuguese;catholic;wool;0;0;12;2;4;0;0;1;10;0;Evora;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8555;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Bui;Kostroma;boreal_forest;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8556;malayan;sunni;cloth;0;0;0;0;0;0;4;0;0;0;Duri;Sumatra;dense_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8557;austrian;catholic;cloth;0;0;5;0;0;0;0;0;15;0;Wolfsberg;Karnten;;patched_state;Karnten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8558;north_german;lutheran;inorganic_compounds;0;0;15;2;0;0;0;0;20;0;Tetschen;Böhmen;forest;patched_state;Böhmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8559;koasati;catholic;livestock;0;0;0;0;0;0;0;0;0;0;San Javier;Texas;plains;patched_state;Texas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8560;shangjiang;daoism;grain;0;0;195;0;0;0;0;0;10;1;Ya'an;Ya'an;hills;patched_state;Ya'an;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8561;north_italian;catholic;cloth;0;0;13;0;2;0;0;0;20;0;Gurize;Friuli;hills;patched_state;Friuli;19;lower_strata;slovene;catholic;5;upper_strata;austrian;catholic;1;;;;;;;;;;;;;;;;;;;;
8562;gondi;hindu;textile_fibres;0;0;8;0;0;0;7;0;0;0;Maledawa;Berar;forest;patched_state;Berar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8563;maori;rangi;wood;0;0;0;0;0;0;1;0;0;0;Gisborne;Te Ika-a-Maui;hills;patched_state;Te Ika-a-Maui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8564;kabyle;sunni;livestock;0;0;0;0;0;0;5;0;5;0;PROV8564;Constantine;;patched_state;Constantine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8565;chumash;earth_lodge;gold;0;0;0;0;0;0;0;0;0;0;Hollister;California;low_mountain;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8566;achamaw;earth_lodge;wood;0;0;0;0;0;0;0;0;0;0;Idanha;Oregon;low_mountain;patched_state;Oregon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8567;yue;daoism;grain;0;0;129;8;12;0;0;6;10;1;Huizhou;East Guangdong;farmland;patched_state;East Guangdong;;lower_strata;yue;pure_land_buddhism;50;upper_strata;manchu;mahayana;2;;;;;;;;;;;;;;;;;;;;
8568;sindhi;sunni;grain;0;0;68;0;0;0;0;1;0;0;Karachi;Sind;plains;patched_state;Sind;;upper_strata;north_gurkani;sunni;1;;;;;;;;;;;;;;;;;;;;;;;;
8569;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Tokur;Primorsk;boreal_forest;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8570;hakka;chinese_shamanism;grain;0;0;140;1;1;0;0;1;10;0;Yudu;Jiangxi;farmland;patched_state;Jiangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8571;portuguese;catholic;grain;0;0;8;2;4;0;0;1;10;0;Chamusca;Lisboa;;patched_state;Lisboa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8572;bedouin;sunni;camel;0;0;0;0;0;0;1;0;0;0;Shaybah;Ahkaf;extreme_desert;patched_state;Ahkaf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8573;oroqen;mahayana;peat;0;0;0;0;0;0;1;0;0;0;Bishuizhen;Hsiang;low_mountain;patched_state;Hsiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8574;hakka;chinese_shamanism;tropical_fruit;0;0;70;2;2;0;0;3;10;0;Longnan;Jiangxi;farmland;patched_state;Jiangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8575;buryat;sunni;wood;0;0;3;0;0;0;1;0;0;0;Golumet;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8576;beihua;daoism;grain;0;0;275;0;0;0;0;0;10;0;Xuchang;Henan;farmland;patched_state;Henan;;lower_strata;beihua;catholic;5;lower_strata;beihua;pure_land_buddhism;15;;;;;;;;;;;;;;;;;;;;
8577;tupi;pagelanca;vegetables;0;0;0;0;0;0;5;0;0;0;Munduruku;Pará;dense_jungle;patched_state;Pará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8578;levantine;sunni;wool;0;0;3;0;0;0;2;0;10;0;Palmyra;Aleppo;desert;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8579;bisayan;sunni;chocolate;0;0;2;0;0;1;1;0;5;0;Mati;South Mindanao;plains;patched_state;South Mindanao;;tribesmen;bisayan;anito;2;;;;;;;;;;;;;;;;;;;;;;;;
8580;kurdish;shiite;cloth;0;0;1;0;0;0;3;0;0;0;Naqadeh;Irakadjemi;;patched_state;Irakadjemi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8581;maori;rangi;wood;0;0;0;0;0;0;1;0;0;0;Tauranga;Te Ika-a-Maui;forest;patched_state;Te Ika-a-Maui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8582;algerian;sunni;mediterranean_fruit;0;0;9;0;0;0;0;1;5;0;Bejaija;Constantine;;patched_state;Constantine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8583;swazi;bantu;grain;0;0;0;0;0;0;25;0;0;0;PROV8583;Suazi;plains;patched_state;Suazi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8584;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Vysokorny;Primorsk;low_mountain;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8585;brazilian;catholic;coffee;0;0;2;0;0;0;0;0;8;0;Tres Rios;Rio de Janeiro;forest;patched_state;Rio de Janeiro;;slaves;afro_portuguese;catholic;1;tribesmen;tupi;catimbo;1;;;;;;;;;;;;;;;;;;;;
8586;tuareg;sunni;livestock;0;0;3;0;0;14;19;0;0;0;Dakoro;Niger;;patched_state;Niger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8587;bedouin;sunni;livestock;0;0;1;0;0;0;3;1;0;0;Abu Dhabi;Trucial_States;desert;patched_state;Trucial_States;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8588;tuvan;orthodox;wood;0;0;0;0;0;0;0;0;0;0;Sevi;Tuva;boreal_forest;patched_state;Tuva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8589;peruvian;catholic;livestock;0;0;0;0;0;0;0;0;0;0;Calama;Norte Grande;low_mountain;patched_state;Norte Grande;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8590;dixie;evangelical;textile_fibres;0;0;4;1;0;0;0;0;15;0;Rock Hill;South Carolina;plains;patched_state;South Carolina;;slaves;afroamerican;evangelical;7;;;;;;;;;;;;;;;;;;;;;;;;
8591;kayapo;pagelanca;livestock;0;0;0;0;0;0;1;0;0;0;Pontes e Lacerda;Mato Grosso;sparse_jungle;patched_state;Mato Grosso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8592;iraqi;sunni;vegetables;0;0;0;0;0;0;3;0;7;0;Tel Abata;Mosil;desert;patched_state;Mosil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8593;camba;pagelanca;grain;0;0;0;0;0;0;2;0;0;0;Puerto Suárez;Santa Cruz;forest;patched_state;Santa Cruz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8594;;;;0;0;0;0;0;0;0;0;0;0;Mweru;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8595;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Podporozhye;Olonets;boreal_forest;patched_state;Olonets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8596;bedouin;wahhabi;fish;0;0;0;0;0;0;1;0;0;0;Nebak;Ahkaf;extreme_desert;patched_state;Ahkaf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8597;dagomba;sunni;cloth;0;0;2;0;0;2;18;0;0;0;Damongo;Ghana;plains;patched_state;Ghana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8598;eastern_german;lutheran;cloth;0;0;2;1;1;0;0;0;10;0;Katherinenstadt;Samara;farmland;patched_state;Samara;;lower_strata;eastern_german;catholic;1;lower_strata;russian;orthodox;2;;;;;;;;;;;;;;;;;;;;
8599;russian;orthodox;wood;0;0;5;0;0;0;0;0;7;0;Yurievets;Vladimir;forest;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8600;loma;serer;iron;0;0;3;0;0;3;17;0;0;0;Bopolu;Liberia;;patched_state;Liberia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8601;ukrainian;orthodox;wood;0;0;18;1;1;0;0;1;10;0;Stryj;Ostgalizien;hills;patched_state;Ostgalizien;;middle_strata;ashkenazi;jewish;1;lower_strata;ashkenazi;jewish;2;lower_strata;polish;catholic;2;;;;;;;;;;;;;;;;
8602;russian;orthodox;cloth;0;2;3;0;0;0;0;0;7;0;Brontsy;Kaluga;forest;patched_state;Kaluga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8603;finnish;orthodox;wood;0;0;1;0;0;0;0;0;0;0;Kondoboga;Olonets;boreal_forest;patched_state;Olonets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8604;mikmaq;inuit;cloth;0;0;0;0;0;0;1;0;0;0;Perth;New Brunswick;;patched_state;New Brunswick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8605;swedish;lutheran;wood;0;0;1;0;0;0;0;0;10;0;Östersund;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8606;shawnee;waashat;wood;0;0;0;0;0;0;0;0;0;0;PROV8606;Ohio;forest;patched_state;Ohio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8607;huron;waashat;cloth;0;0;0;0;0;0;1;0;0;0;Bancroft;Ontario;forest;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8608;swedish;lutheran;wood;0;0;1;0;0;0;0;0;10;0;PROV8608;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8609;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Vanino;Primorsk;hills;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8610;eastern_german;lutheran;cloth;0;0;2;0;0;0;0;0;10;0;Podstelnoye;Samara;forest;patched_state;Samara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8611;beihua;daoism;vegetables;0;0;31;2;0;0;0;1;10;0;Huludao;Liaoning;farmland;patched_state;Liaoning;;lower_strata;manchu;mahayana;9;;;;;;;;;;;;;;;;;;;;;;;;
8612;russian;orthodox;cloth;0;3;2;0;0;0;0;1;7;0;Dmitryev;Kursk;forest;patched_state;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8613;scottish;reformed;wool;0;0;3;0;0;0;0;0;10;0;Lochaber;Highlands;;patched_state;Highlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8614;croat;catholic;mediterranean_fruit;0;0;3;0;0;0;0;0;15;0;Nasice;Kroatien;;patched_state;Kroatien;;lower_strata;serb;orthodox;1;lower_strata;sephardi;jewish;1;lower_strata;czech;catholic;5;;;;;;;;;;;;;;;;
8615;polish;catholic;stone;0;0;18;2;2;0;0;0;10;0;Sanok;Westgalizien;low_mountain;patched_state;Westgalizien;;lower_strata;ukrainian;orthodox;1;lower_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;;;;;
8616;xiajiang;daoism;grain;0;0;380;20;0;0;0;8;10;0;Lianqungang;Jiangsu;farmland;patched_state;Jiangsu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8617;czech;catholic;cloth;0;0;21;5;0;0;0;1;20;0;Reichenau;Böhmen;;patched_state;Böhmen;;lower_strata;austrian;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
8618;russian;orthodox;cloth;0;1;4;0;0;0;0;0;7;0;Peremyshl;Kaluga;forest;patched_state;Kaluga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8619;sumatran;theravada;cloth;0;0;0;0;0;0;5;0;0;0;Pulau Nias;Sumatra;dense_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8620;beihua;daoism;grain;0;0;300;0;0;0;0;0;10;1;Luoyang;Henan;farmland;patched_state;Henan;;lower_strata;hui;sunni;26;;;;;;;;;;;;;;;;;;;;;;;;
8621;north_german;lutheran;coal;0;0;17;7;6;0;0;0;20;1;Josephstadt;Böhmen;;patched_state;Böhmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8622;beihua;daoism;grain;0;0;434;0;0;0;0;0;10;1;Zhengzhou;Henan;farmland;patched_state;Henan;;lower_strata;hui;sunni;20;;;;;;;;;;;;;;;;;;;;;;;;
8623;yankee;evangelical;wood;0;0;5;0;0;0;0;0;15;0;PROV8623;Ohio;forest;patched_state;Ohio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8624;kazakh;sunni;cloth;0;0;0;0;0;0;2;0;0;0;Kemejvaiev;Syr-Darya;desert;patched_state;Syr-Darya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
