PROVID;CULTURE;Religion;TRADEGOOD;unused;unused2;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE RANK;NAME;AREA;TERRAIN;;;Subcultures / religons;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size
10136;dolgan;mari;wood;0;0;0;0;0;0;0;0;39;0;PROV10136;Tobol;boreal_forest;patched_state;Tobol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10137;yankee;lutheran;cloth;0;0;13;5;0;0;0;1;40;0;Augusta;Maine;;patched_state;Maine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10138;korean;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV10138;Sungkiang;;patched_state;Sungkiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10139;tuareg;sunni;elephants;0;0;2;0;0;0;0;0;40;0;N'Djamena;Chad;;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10140;kirghiz;sunni;cloth;0;0;24;1;1;0;0;1;39;0;PROV10140;Böhmen67;;patched_state;Böhmen67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10141;kachin;theravada;cloth;0;0;5;0;0;0;0;0;39;0;PROV10141;state_112;;patched_state;state_112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10142;mongolian;mahayana;cloth;0;0;0;0;0;0;0;0;39;0;PROV10142;Zabaykal;;patched_state;Zabaykal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10143;bihari;hindu;cloth;0;0;53;5;7;0;37;0;40;0;Jamshedpur;Bihar;;patched_state;Bihar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10144;castilian;catholic;cloth;0;0;8;2;1;0;0;0;39;0;Gúdar;Aragón;;patched_state;Aragón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10145;roman;roman_pantheon;cloth;0;0;0;0;0;0;7;0;40;0;Sao_Tome_e_Principe;Sao_Tome_e_Principe;;patched_state;Sao_Tome_e_Principe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10146;serer;serer;cloth;0;0;3;0;0;6;26;0;40;0;Kafrin;Senegal;;patched_state;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10147;mongolian;mahayana;cloth;0;0;0;0;0;0;0;0;39;0;PROV10147;Buryat;boreal_forest;patched_state;Buryat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10148;sibir;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV10148;Altaysky_kray;;patched_state;Altaysky_kray;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10149;xiang;confucianism;cloth;0;0;10;0;0;0;6;0;39;0;Xiangxi;Hunan;;patched_state;Hunan;;tribesmen;miao;linh;10;;;;;;;;;;;;;;;;;;;;;;;;
10150;kambunda;bantu;cloth;0;0;11;0;0;0;0;1;40;0;PROV10150;Namibia;semi_arid;patched_state;Namibia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10151;han;mahayana;cloth;0;0;24;1;1;0;0;1;39;0;PROV10151;Gansu;;patched_state;Gansu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10152;malayan;sunni;cloth;0;0;5;0;0;0;0;0;39;0;PROV10152;Kaliman;;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10153;persian;shiite;cloth;0;0;0;0;0;0;0;0;40;0;Herat;North_Afghanistan;;patched_state;North_Afghanistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10154;samoyed;mari;wood;0;0;0;0;0;0;0;0;39;0;Novy Port;Tobol;tundra;patched_state;Tobol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10155;fulani;sunni;cloth;0;0;4;0;0;14;19;0;40;0;Sokoto;Nigeria;;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10156;tajik;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV10156;state_185;;patched_state;state_185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10157;latin_caribbean;catholic;cloth;0;0;0;0;0;0;0;0;1;0;PROV10157;state_795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10158;latin_caribbean;catholic;cloth;0;0;2;0;0;0;0;0;40;0;Tobago;Lesser_Antilles;;patched_state;Lesser_Antilles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10159;central_american;catholic;cloth;0;0;2;1;0;0;0;1;40;0;Jinotega;Nicaragua;hills;patched_state;Nicaragua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10160;sibir;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV10160;Respublika_Altay;;patched_state;Respublika_Altay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10161;guarani;catimbo;grain;0;0;0;0;0;0;2;0;40;0;Boa Vista;Rio Grande do Sul;;patched_state;Rio Grande do Sul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10162;sami;lutheran;wood;0;0;0;0;0;0;0;0;40;0;Nordkapp;Nord-Noreg;tundra;patched_state;Nord-Noreg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10163;persian;shiite;cloth;0;0;0;0;0;0;0;0;40;0;PROV10163;Khurasan;semi_arid;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10164;tuareg;sunni;cloth;0;0;4;0;0;0;18;0;39;0;Doba;Chad;;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10165;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV10165;Vilno;;patched_state;Vilno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10166;swedish;protestant;cloth;0;0;0;0;0;0;0;0;1;0;PROV10166;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10167;swedish;lutheran;wood;0;0;0;0;0;0;0;0;39;0;PROV10167;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10168;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Iserlohn;Westfalen;;patched_state;Westfalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10169;;;;0;0;0;0;0;0;0;0;1;0;PROV10169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10170;;;;0;0;0;0;0;0;0;0;1;0;PROV10170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10171;russian;orthodox;cloth;0;0;0;0;0;0;0;0;1;0;PROV10171;state_149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10172;russian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Fedeevo;Pskov;;patched_state;Pskov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10173;;;;0;0;0;0;0;0;0;0;0;0;PROV10173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10174;;;;0;0;0;0;0;0;0;0;0;0;PROV10174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10175;;;;0;0;0;0;0;0;0;0;0;0;PROV10175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10176;;;;0;0;0;0;0;0;0;0;0;0;PROV10176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10177;;;;0;0;0;0;0;0;0;0;0;0;Western_Botnian_Sea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10178;;;;0;0;0;0;0;0;0;0;0;0;The_Quark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10179;;;;0;0;0;0;0;0;0;0;0;0;PROV10179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10180;;;;0;0;0;0;0;0;0;0;0;0;Eastern_Gulf_of_Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10181;;;;0;0;0;0;0;0;0;0;0;0;PROV10181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10182;;;;0;0;0;0;0;0;0;0;0;0;PROV10182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10183;;;;0;0;0;0;0;0;0;0;0;0;PROV10183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10184;;;;0;0;0;0;0;0;0;0;0;0;Western_Aland_Sea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10185;;;;0;0;0;0;0;0;0;0;0;0;PROV10185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10186;;;;0;0;0;0;0;0;0;0;0;0;PROV10186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10187;;;;0;0;0;0;0;0;0;0;0;0;PROV10187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10188;;;;0;0;0;0;0;0;0;0;0;0;PROV10188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10189;;;;0;0;0;0;0;0;0;0;0;0;PROV10189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10190;;;;0;0;0;0;0;0;0;0;0;0;PROV10190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10191;;;;0;0;0;0;0;0;0;0;0;0;PROV10191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10192;;;;0;0;0;0;0;0;0;0;0;0;PROV10192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10193;;;;0;0;0;0;0;0;0;0;0;0;PROV10193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10194;;;;0;0;0;0;0;0;0;0;0;0;PROV10194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10195;;;;0;0;0;0;0;0;0;0;0;0;PROV10195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10196;;;;0;0;0;0;0;0;0;0;0;0;PROV10196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10197;;;;0;0;0;0;0;0;0;0;0;0;PROV10197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10198;;;;0;0;0;0;0;0;0;0;0;0;PROV10198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10199;;;;0;0;0;0;0;0;0;0;0;0;PROV10199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10200;;;;0;0;0;0;0;0;0;0;0;0;PROV10200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10201;;;;0;0;0;0;0;0;0;0;0;0;PROV10201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10202;;;;0;0;0;0;0;0;0;0;0;0;PROV10202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10203;;;;0;0;0;0;0;0;0;0;0;0;PROV10203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10204;;;;0;0;0;0;0;0;0;0;0;0;PROV10204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10205;;;;0;0;0;0;0;0;0;0;0;0;PROV10205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10206;;;;0;0;0;0;0;0;0;0;0;0;PROV10206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10207;;;;0;0;0;0;0;0;0;0;0;0;PROV10207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10208;;;;0;0;0;0;0;0;0;0;0;0;PROV10208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10209;;;;0;0;0;0;0;0;0;0;0;0;PROV10209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10210;;;;0;0;0;0;0;0;0;0;0;0;PROV10210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10211;;;;0;0;0;0;0;0;0;0;0;0;PROV10211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10212;;;;0;0;0;0;0;0;0;0;0;0;PROV10212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10213;;;;0;0;0;0;0;0;0;0;0;0;PROV10213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10214;;;;0;0;0;0;0;0;0;0;0;0;PROV10214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10215;;;;0;0;0;0;0;0;0;0;0;0;PROV10215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10216;;;;0;0;0;0;0;0;0;0;0;0;PROV10216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10217;;;;0;0;0;0;0;0;0;0;0;0;PROV10217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10218;;;;0;0;0;0;0;0;0;0;0;0;PROV10218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10219;;;;0;0;0;0;0;0;0;0;0;0;PROV10219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10220;;;;0;0;0;0;0;0;0;0;0;0;PROV10220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10221;;;;0;0;0;0;0;0;0;0;0;0;PROV10221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10222;;;;0;0;0;0;0;0;0;0;0;0;PROV10222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10223;;;;0;0;0;0;0;0;0;0;0;0;PROV10223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10224;;;;0;0;0;0;0;0;0;0;0;0;PROV10224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10225;;;;0;0;0;0;0;0;0;0;0;0;PROV10225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10226;;;;0;0;0;0;0;0;0;0;0;0;PROV10226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10227;;;;0;0;0;0;0;0;0;0;0;0;PROV10227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10228;;;;0;0;0;0;0;0;0;0;0;0;PROV10228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10229;;;;0;0;0;0;0;0;0;0;0;0;PROV10229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10230;;;;0;0;0;0;0;0;0;0;0;0;PROV10230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10231;;;;0;0;0;0;0;0;0;0;0;0;PROV10231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10232;;;;0;0;0;0;0;0;0;0;0;0;PROV10232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10233;;;;0;0;0;0;0;0;0;0;0;0;PROV10233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10234;;;;0;0;0;0;0;0;0;0;0;0;PROV10234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10235;;;;0;0;0;0;0;0;0;0;0;0;PROV10235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10236;;;;0;0;0;0;0;0;0;0;0;0;PROV10236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10237;;;;0;0;0;0;0;0;0;0;0;0;PROV10237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10238;;;;0;0;0;0;0;0;0;0;0;0;PROV10238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10239;;;;0;0;0;0;0;0;0;0;0;0;PROV10239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10240;;;;0;0;0;0;0;0;0;0;0;0;PROV10240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10241;;;;0;0;0;0;0;0;0;0;0;0;PROV10241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10242;;;;0;0;0;0;0;0;0;0;0;0;PROV10242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10243;;;;0;0;0;0;0;0;0;0;0;0;PROV10243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10244;;;;0;0;0;0;0;0;0;0;0;0;PROV10244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10245;;;;0;0;0;0;0;0;0;0;0;0;PROV10245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10246;;;;0;0;0;0;0;0;0;0;0;0;PROV10246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10247;;;;0;0;0;0;0;0;0;0;0;0;PROV10247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10248;;;;0;0;0;0;0;0;0;0;0;0;PROV10248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10249;;;;0;0;0;0;0;0;0;0;0;0;PROV10249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10250;;;;0;0;0;0;0;0;0;0;0;0;PROV10250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10251;;;;0;0;0;0;0;0;0;0;0;0;PROV10251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10252;;;;0;0;0;0;0;0;0;0;0;0;PROV10252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10253;;;;0;0;0;0;0;0;0;0;0;0;PROV10253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10254;;;;0;0;0;0;0;0;0;0;0;0;PROV10254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10255;;;;0;0;0;0;0;0;0;0;0;0;PROV10255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10256;;;;0;0;0;0;0;0;0;0;0;0;PROV10256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10257;;;;0;0;0;0;0;0;0;0;0;0;PROV10257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10258;;;;0;0;0;0;0;0;0;0;0;0;PROV10258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10259;;;;0;0;0;0;0;0;0;0;0;0;PROV10259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10260;;;;0;0;0;0;0;0;0;0;0;0;PROV10260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10261;;;;0;0;0;0;0;0;0;0;0;0;PROV10261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10262;;;;0;0;0;0;0;0;0;0;0;0;PROV10262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10263;;;;0;0;0;0;0;0;0;0;0;0;PROV10263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10264;;;;0;0;0;0;0;0;0;0;0;0;PROV10264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10265;;;;0;0;0;0;0;0;0;0;0;0;PROV10265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10266;;;;0;0;0;0;0;0;0;0;0;0;PROV10266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10267;;;;0;0;0;0;0;0;0;0;0;0;PROV10267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10268;;;;0;0;0;0;0;0;0;0;0;0;PROV10268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10269;;;;0;0;0;0;0;0;0;0;0;0;PROV10269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10270;;;;0;0;0;0;0;0;0;0;0;0;PROV10270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10271;;;;0;0;0;0;0;0;0;0;0;0;PROV10271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10272;;;;0;0;0;0;0;0;0;0;0;0;PROV10272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10273;;;;0;0;0;0;0;0;0;0;0;0;PROV10273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10274;;;;0;0;0;0;0;0;0;0;0;0;PROV10274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10275;;;;0;0;0;0;0;0;0;0;0;0;PROV10275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10276;;;;0;0;0;0;0;0;0;0;0;0;PROV10276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10277;;;;0;0;0;0;0;0;0;0;0;0;PROV10277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10278;;;;0;0;0;0;0;0;0;0;0;0;PROV10278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10279;;;;0;0;0;0;0;0;0;0;0;0;PROV10279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10280;;;;0;0;0;0;0;0;0;0;0;0;PROV10280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10281;;;;0;0;0;0;0;0;0;0;0;0;PROV10281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10282;;;;0;0;0;0;0;0;0;0;0;0;PROV10282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10283;;;;0;0;0;0;0;0;0;0;0;0;PROV10283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10284;;;;0;0;0;0;0;0;0;0;0;0;PROV10284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10285;;;;0;0;0;0;0;0;0;0;0;0;PROV10285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10286;;;;0;0;0;0;0;0;0;0;0;0;PROV10286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10287;;;;0;0;0;0;0;0;0;0;0;0;PROV10287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10288;;;;0;0;0;0;0;0;0;0;0;0;PROV10288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10289;;;;0;0;0;0;0;0;0;0;0;0;PROV10289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10290;;;;0;0;0;0;0;0;0;0;0;0;PROV10290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10291;;;;0;0;0;0;0;0;0;0;0;0;PROV10291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10292;;;;0;0;0;0;0;0;0;0;0;0;PROV10292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10293;;;;0;0;0;0;0;0;0;0;0;0;PROV10293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10294;;;;0;0;0;0;0;0;0;0;0;0;PROV10294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10295;;;;0;0;0;0;0;0;0;0;0;0;PROV10295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10296;;;;0;0;0;0;0;0;0;0;0;0;PROV10296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10297;;;;0;0;0;0;0;0;0;0;0;0;PROV10297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10298;;;;0;0;0;0;0;0;0;0;0;0;PROV10298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10299;;;;0;0;0;0;0;0;0;0;0;0;PROV10299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10300;;;;0;0;0;0;0;0;0;0;0;0;PROV10300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10301;;;;0;0;0;0;0;0;0;0;0;0;PROV10301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10302;;;;0;0;0;0;0;0;0;0;0;0;PROV10302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10303;;;;0;0;0;0;0;0;0;0;0;0;PROV10303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10304;;;;0;0;0;0;0;0;0;0;0;0;PROV10304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10305;;;;0;0;0;0;0;0;0;0;0;0;PROV10305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10306;;;;0;0;0;0;0;0;0;0;0;0;PROV10306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10307;;;;0;0;0;0;0;0;0;0;0;0;PROV10307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10308;;;;0;0;0;0;0;0;0;0;0;0;PROV10308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10309;;;;0;0;0;0;0;0;0;0;0;0;PROV10309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10310;;;;0;0;0;0;0;0;0;0;0;0;PROV10310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10311;;;;0;0;0;0;0;0;0;0;0;0;PROV10311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10312;;;;0;0;0;0;0;0;0;0;0;0;PROV10312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10313;;;;0;0;0;0;0;0;0;0;0;0;PROV10313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10314;;;;0;0;0;0;0;0;0;0;0;0;PROV10314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10315;;;;0;0;0;0;0;0;0;0;0;0;PROV10315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10316;;;;0;0;0;0;0;0;0;0;0;0;PROV10316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10317;;;;0;0;0;0;0;0;0;0;0;0;PROV10317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10318;;;;0;0;0;0;0;0;0;0;0;0;PROV10318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10319;;;;0;0;0;0;0;0;0;0;0;0;PROV10319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10320;;;;0;0;0;0;0;0;0;0;0;0;PROV10320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10321;;;;0;0;0;0;0;0;0;0;0;0;PROV10321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10322;;;;0;0;0;0;0;0;0;0;0;0;PROV10322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10323;;;;0;0;0;0;0;0;0;0;0;0;PROV10323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10324;;;;0;0;0;0;0;0;0;0;0;0;PROV10324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10325;;;;0;0;0;0;0;0;0;0;0;0;PROV10325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10326;;;;0;0;0;0;0;0;0;0;0;0;PROV10326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10327;;;;0;0;0;0;0;0;0;0;0;0;PROV10327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10328;;;;0;0;0;0;0;0;0;0;0;0;PROV10328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10329;;;;0;0;0;0;0;0;0;0;0;0;PROV10329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10330;;;;0;0;0;0;0;0;0;0;0;0;PROV10330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10331;;;;0;0;0;0;0;0;0;0;0;0;PROV10331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
